ExpNo,Aminoc,pathINOC,PLANTSP,INOC_PLANT,REP,PLANTINGDAY,HEIGHT_I,BLOCKNUM,HEIGHT_F,FDEATH,A_BIOMASS,B_BIOMASS,SM,DiseaseSev,GROWDAYS,LUH
path2,NA,18,DB,18DB,6,4/2/20,3.3,52,0,dead,0.0016,NA,NA,NA,NA,NA
path2,NA,74,MW,74MW,5,4/3/20,1.2,52,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,9,4/2/20,3.2,52,6.3,alive,0.0257,0.0531,NA,NA,NA,NA
path2,NA,17,MW,17MW,4,4/2/20,4.8,52,7.1,alive,0.0193,0.0596,NA,NA,NA,NA
path2,NA,OOMYSTERILE,SL,OOMYSTERILESL,16,4/2/20,0.3,52,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,64,SL,64SL,5,4/2/20,0.6,52,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,6,4/2/20,0.9,53,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,74,IW,74IW,3,4/3/20,1.9,53,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,18,IW,18IW,1,4/2/20,2.1,53,4.2,alive,0.0119,0.0153,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,11,4/2/20,2.1,53,5.8,alive,0.0118,0.012,NA,NA,NA,NA
path2,NA,FUNSTERILE,SL,FUNSTERILESL,26,4/3/20,0.4,53,0.6,alive,0.0011,0.0015,NA,NA,NA,NA
path2,NA,85,IW,85IW,5,4/2/20,1.9,53,4.9,alive,0.0097,0.0084,NA,NA,NA,NA
path2,NA,64,IW,64IW,6,4/2/20,1.6,53,4.2,alive,0.0079,0.0032,NA,NA,NA,NA
path2,NA,OOMYSTERILE,SL,OOMYSTERILESL,10,4/2/20,0.4,53,0.9,alive,0.0035,0.0031,NA,NA,NA,NA
path2,NA,45,MW,45MW,7,4/2/20,3.1,53,7.9,alive,0.0153,0.0231,NA,NA,NA,NA
path2,NA,64,SL,64SL,1,4/2/20,0.6,53,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,76,SL,76SL,2,4/3/20,0.3,54,1.6,alive,0.0059,0.0021,NA,NA,NA,NA
path2,NA,57,SL,57SL,5,4/2/20,0.7,54,1.7,alive,0.0068,0.0044,NA,NA,NA,NA
path2,NA,29,MW,29MW,4,4/3/20,1.6,54,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,23,BS,23BS,3,4/2/20,2,54,6.7,alive,0.0168,0.0035,NA,NA,NA,NA
path2,NA,83,BS,83BS,4,4/2/20,1.7,54,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,87,DB,87DB,3,4/2/20,3.3,54,10.6,alive,0.0387,0.0373,NA,NA,NA,NA
path2,NA,45,BS,45BS,4,4/2/20,1.1,54,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,73,SL,73SL,4,4/3/20,0.2,54,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,BS,FUNSTERILEBS,30,4/3/20,1.6,54,4.9,alive,0.0072,0.0057,NA,NA,NA,NA
path2,NA,59,DB,59DB,7,4/2/20,3.5,54,11.8,alive,0.0649,0.0677,NA,NA,NA,NA
path2,NA,FUNSTERILE,IW,FUNSTERILEIW,27,4/3/20,1.9,55,3.8,alive,0.0131,0.0263,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,17,4/2/20,2.9,55,5.4,alive,0.0287,0.0474,NA,NA,NA,NA
path2,NA,58,IW,58IW,2,4/2/20,1.6,55,3.6,alive,0.0068,0.0097,NA,NA,NA,NA
path2,NA,83,IW,83IW,6,4/2/20,2,55,2.2,alive,0.0104,0.0091,NA,NA,NA,NA
path2,NA,23,BS,23BS,4,4/2/20,1.7,55,1.8,alive,0.0042,NA,NA,NA,NA,NA
path2,NA,45,DB,45DB,2,4/2/20,3.5,55,4.4,alive,0.0071,0.0113,NA,NA,NA,NA
path2,NA,19,DB,19DB,6,4/2/20,2.7,55,4.9,alive,0.0044,0.0063,NA,NA,NA,NA
path2,NA,OOMYSTERILE,DB,OOMYSTERILEDB,11,4/2/20,3,55,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,74,BS,74BS,1,4/3/20,1.3,55,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,64,SL,64SL,3,4/2/20,1.1,55,1.6,alive,0.0043,0.0019,NA,NA,NA,NA
path2,NA,76,BS,76BS,4,4/3/20,1.6,56,5.5,alive,0.0146,0.0065,NA,NA,NA,NA
path2,NA,85,MW,85MW,6,4/2/20,3.6,56,5.3,alive,0.0156,0.032,NA,NA,NA,NA
path2,NA,29,MW,29MW,5,4/3/20,3.3,56,6.3,alive,0.0157,0.0211,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,10,4/2/20,2.1,56,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,17,SL,17SL,7,4/2/20,1.3,56,2.4,alive,0.0089,0.0035,NA,NA,NA,NA
path2,NA,19,IW,19IW,3,4/2/20,1.8,56,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,35,BS,35BS,1,4/3/20,1.2,56,3.6,alive,0.0079,0.0029,NA,NA,NA,NA
path2,NA,73,BS,73BS,1,4/3/20,0.7,56,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,35,MW,35MW,3,4/3/20,3.6,56,4.1,dead,0.0067,NA,NA,NA,NA,NA
path2,NA,23,IW,23IW,1,4/2/20,2.5,56,4.6,alive,0.0124,0.0198,NA,NA,NA,NA
path2,NA,19,MW,19MW,1,4/2/20,4.5,57,6.8,alive,0.0173,0.0578,NA,NA,NA,NA
path2,NA,57,MW,57MW,6,4/2/20,3.5,57,8.2,alive,0.0206,0.0443,NA,NA,NA,NA
path2,NA,87,IW,87IW,3,4/2/20,1.9,57,3.1,alive,0.0106,0.0101,NA,NA,NA,NA
path2,NA,29,MW,29MW,2,4/3/20,2.8,57,3.1,dead,0.0051,0.0306,NA,NA,NA,NA
path2,NA,FUNSTERILE,IW,FUNSTERILEIW,24,4/3/20,1.5,57,4.2,alive,0.0091,0.0023,NA,NA,NA,NA
path2,NA,17,MW,17MW,7,4/2/20,3.9,57,0,dead,0.0052,NA,NA,NA,NA,NA
path2,NA,57,DB,57DB,4,4/2/20,3.2,57,5.7,alive,0.0119,0.0325,NA,NA,NA,NA
path2,NA,85,DB,85DB,3,4/2/20,3,57,8.4,alive,0.0218,0.0196,NA,NA,NA,NA
path2,NA,19,IW,19IW,6,4/2/20,1.8,57,5,alive,0.0099,0.0067,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,12,4/2/20,2.1,57,3.9,alive,0.0145,0.0073,NA,NA,NA,NA
path2,NA,83,IW,83IW,5,4/2/20,2.5,58,3.7,alive,0.0119,0.0316,NA,NA,NA,NA
path2,NA,19,MW,19MW,3,4/2/20,5,58,0,dead,0.0079,0.014,NA,NA,NA,NA
path2,NA,58,MW,58MW,2,4/2/20,4.4,58,7.7,alive,0.0297,0.0478,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,5,4/2/20,1.6,58,3.6,alive,0.016,0.0048,NA,NA,NA,NA
path2,NA,64,BS,64BS,6,4/2/20,0.4,58,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,OOMYSTERILE,DB,OOMYSTERILEDB,16,4/2/20,3.1,58,10.3,alive,0.0288,0.0362,NA,NA,NA,NA
path2,NA,57,SL,57SL,1,4/2/20,0.9,58,2.7,alive,0.0048,0.0013,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,3,4/2/20,5.1,58,6.2,dead,0.0169,NA,NA,NA,NA,NA
path2,NA,76,DB,76DB,5,4/3/20,3.2,58,5.6,alive,0.0054,0.0211,NA,NA,NA,NA
path2,NA,23,DB,23DB,2,4/2/20,3.3,58,9.9,alive,0.0367,0.0379,NA,NA,NA,NA
path2,NA,57,IW,57IW,1,4/2/20,1.6,59,2.1,alive,0.0051,0.0142,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,18,4/2/20,2.1,59,2.8,alive,0.0062,0.0072,NA,NA,NA,NA
path2,NA,74,DB,74DB,5,4/3/20,3.5,59,9.1,alive,0.0357,0.0738,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,7,4/2/20,1.6,59,6.2,alive,0.0286,0.0211,NA,NA,NA,NA
path2,NA,58,SL,58SL,2,4/2/20,1.3,59,3.8,alive,0.0142,0.0057,NA,NA,NA,NA
path2,NA,18,SL,18SL,1,4/2/20,1.1,59,2.9,alive,0.01,0.0027,NA,NA,NA,NA
path2,NA,18,BS,18BS,1,4/2/20,1.6,59,3.2,alive,0.0028,NA,NA,NA,NA,NA
path2,NA,64,MW,64MW,4,4/2/20,4.2,59,8.1,alive,0.0334,0.0546,NA,NA,NA,NA
path2,NA,59,IW,59IW,5,4/2/20,1.2,59,2.9,alive,0.0088,0.0052,NA,NA,NA,NA
path2,NA,57,BS,57BS,2,4/2/20,1.3,59,5.4,alive,0.0189,0.0088,NA,NA,NA,NA
path2,NA,23,SL,23SL,1,4/2/20,1.4,60,1.9,alive,0.0085,0.0006,NA,NA,NA,NA
path2,NA,23,SL,23SL,4,4/2/20,1,60,1.7,alive,0.0071,0.0143,NA,NA,NA,NA
path2,NA,64,BS,64BS,3,4/2/20,1.9,60,6.5,alive,0.015,0.0088,NA,NA,NA,NA
path2,NA,45,MW,45MW,2,4/2/20,3.2,60,6.9,alive,0.0178,0.0436,NA,NA,NA,NA
path2,NA,92,MW,92MW,4,4/2/20,3.6,60,5.2,alive,0.0305,0.0333,NA,NA,NA,NA
path2,NA,58,SL,58SL,6,4/2/20,1.1,60,2.9,alive,0.0057,0.0018,NA,NA,NA,NA
path2,NA,76,SL,76SL,1,4/3/20,0.8,60,1.6,alive,0.0048,0.0005,NA,NA,NA,NA
path2,NA,19,BS,19BS,2,4/2/20,2.5,60,7.6,alive,0.0254,0.0093,NA,NA,NA,NA
path2,NA,35,SL,35SL,1,4/3/20,0.7,60,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,IW,FUNSTERILEIW,29,4/3/20,2.5,60,4.3,alive,0.0152,0.0095,NA,NA,NA,NA
path2,NA,17,BS,17BS,4,4/2/20,1.5,61,5.1,alive,0.0126,0.004,NA,NA,NA,NA
path2,NA,23,SL,23SL,3,4/2/20,1.1,61,2.5,alive,0.0056,0.0033,NA,NA,NA,NA
path2,NA,29,BS,29BS,4,4/3/20,1.7,61,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,73,DB,73DB,3,4/3/20,3.2,61,9,alive,0.031,0.0509,NA,NA,NA,NA
path2,NA,59,IW,59IW,4,4/2/20,1.6,61,3.2,alive,0.0086,0.0146,NA,NA,NA,NA
path2,NA,45,SL,45SL,2,4/2/20,1.1,61,1.1,alive,0.004,0.0026,NA,NA,NA,NA
path2,NA,64,DB,64DB,5,4/2/20,2.8,61,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,87,SL,87SL,6,4/2/20,1.6,61,2.5,alive,0.0144,0.0052,NA,NA,NA,NA
path2,NA,FUNSTERILE,DB,FUNSTERILEDB,25,4/3/20,4.9,61,10.7,alive,0.0299,0.0297,NA,NA,NA,NA
path2,NA,23,DB,23DB,1,4/2/20,3.1,61,6.6,alive,0.0159,0.0242,NA,NA,NA,NA
path2,NA,87,BS,87BS,6,4/2/20,1.6,62,5.6,alive,0.0082,0.0038,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,20,4/2/20,2.1,62,4.5,alive,0.0157,0.0131,NA,NA,NA,NA
path2,NA,58,MW,58MW,6,4/2/20,2.6,62,0,dead,0.0012,NA,NA,NA,NA,NA
path2,NA,45,DB,45DB,5,4/2/20,3.8,62,5.3,alive,0.0035,0.0214,NA,NA,NA,NA
path2,NA,85,DB,85DB,5,4/2/20,3.1,62,5.4,alive,0.0063,0.0131,NA,NA,NA,NA
path2,NA,74,BS,74BS,2,4/3/20,1.7,62,6.2,alive,0.0103,0.0029,NA,NA,NA,NA
path2,NA,18,MW,18MW,5,4/2/20,5.2,62,0,dead,0.0113,NA,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,19,4/2/20,2.3,62,3.3,alive,0.0132,0.0317,NA,NA,NA,NA
path2,NA,58,BS,58BS,1,4/2/20,1.3,62,4.6,alive,0.0052,NA,NA,NA,NA,NA
path2,NA,17,DB,17DB,1,4/2/20,4,62,9.8,alive,0.0366,0.0351,NA,NA,NA,NA
path2,NA,92,IW,92IW,7,4/2/20,2.2,63,2.4,alive,0.0135,0.0253,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,3,4/2/20,1.2,63,3.7,alive,0.0098,0.0006,NA,NA,NA,NA
path2,NA,FUNSTERILE,DB,FUNSTERILEDB,28,4/3/20,1.7,63,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,45,BS,45BS,2,4/2/20,1.2,63,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,18,IW,18IW,2,4/2/20,2.2,63,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,58,BS,58BS,6,4/2/20,2.1,63,5.9,alive,0.0192,0.0065,NA,NA,NA,NA
path2,NA,23,IW,23IW,6,4/2/20,2.6,63,4.5,alive,0.0109,0.01,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,15,4/2/20,2.2,63,7.5,alive,0.0273,0.0108,NA,NA,NA,NA
path2,NA,23,MW,23MW,1,4/2/20,3.8,63,7.4,alive,0.0205,0.0388,NA,NA,NA,NA
path2,NA,17,IW,17IW,2,4/2/20,1.8,63,3.4,alive,0.0112,0.0249,NA,NA,NA,NA
path2,NA,74,SL,74SL,4,4/3/20,0.5,64,1,alive,0.0011,0.0005,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,5,4/2/20,4.6,64,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,76,DB,76DB,1,4/3/20,3.1,64,9.1,alive,0.0156,0.0296,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,13,4/2/20,4.1,64,0,dead,NA,0.0008,NA,NA,NA,NA
path2,NA,35,DB,35DB,1,4/3/20,3.7,64,8.5,alive,0.0232,0.0307,NA,NA,NA,NA
path2,NA,83,DB,83DB,2,4/2/20,2.3,64,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,85,DB,85DB,2,4/2/20,3.6,64,9,alive,0.0245,0.0411,NA,NA,NA,NA
path2,NA,74,IW,74IW,2,4/3/20,1.6,64,3.7,alive,0.0089,0.0063,NA,NA,NA,NA
path2,NA,OOMYSTERILE,SL,OOMYSTERILESL,7,4/2/20,0.7,64,2.5,alive,0.0078,0.0019,NA,NA,NA,NA
path2,NA,45,SL,45SL,1,4/2/20,0.6,64,1.3,alive,0.004,0.0023,NA,NA,NA,NA
path2,NA,OOMYSTERILE,DB,OOMYSTERILEDB,6,4/2/20,2.1,65,5.2,alive,0.0054,0.0242,NA,NA,NA,NA
path2,NA,19,DB,19DB,1,4/2/20,3.5,65,7.2,alive,0.0156,0.0215,NA,NA,NA,NA
path2,NA,23,BS,23BS,1,4/2/20,1.7,65,5.8,alive,0.0123,0.0036,NA,NA,NA,NA
path2,NA,87,BS,87BS,2,4/2/20,2.2,65,6.2,alive,0.0132,0.0038,NA,NA,NA,NA
path2,NA,45,IW,45IW,1,4/2/20,2.4,65,3.5,alive,0.0162,0.0222,NA,NA,NA,NA
path2,NA,FUNSTERILE,BS,FUNSTERILEBS,27,4/3/20,2.1,65,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,29,SL,29SL,5,4/3/20,0.7,65,0.8,alive,0.0028,NA,NA,NA,NA,NA
path2,NA,35,SL,35SL,4,4/3/20,0.2,65,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,85,MW,85MW,4,4/2/20,5.4,65,10.2,alive,0.0205,0.0305,NA,NA,NA,NA
path2,NA,73,IW,73IW,5,4/3/20,2.1,65,4,alive,0.0118,0.0064,NA,NA,NA,NA
path2,NA,59,BS,59BS,6,4/2/20,1.4,66,5.4,alive,0.0135,0.0118,NA,NA,NA,NA
path2,NA,29,DB,29DB,1,4/3/20,3.5,66,11.6,alive,0.0438,0.0486,NA,NA,NA,NA
path2,NA,45,DB,45DB,7,4/2/20,2.3,66,5,alive,0.0116,0.0329,NA,NA,NA,NA
path2,NA,17,IW,17IW,1,4/2/20,3.1,66,5.1,alive,0.0193,0.015,NA,NA,NA,NA
path2,NA,83,SL,83SL,6,4/2/20,0.8,66,2.6,alive,0.0097,NA,NA,NA,NA,NA
path2,NA,45,BS,45BS,3,4/2/20,1.2,66,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,14,4/2/20,1.8,66,3.3,alive,0.0129,0.0256,NA,NA,NA,NA
path2,NA,OOMYSTERILE,DB,OOMYSTERILEDB,1,4/2/20,2.8,66,7.8,alive,0.0337,0.0709,NA,NA,NA,NA
path2,NA,OOMYSTERILE,DB,OOMYSTERILEDB,19,4/2/20,2.7,66,7.4,alive,0.0199,0.0174,NA,NA,NA,NA
path2,NA,92,BS,92BS,3,4/2/20,1.2,66,4.5,alive,0.0062,0.0034,NA,NA,NA,NA
path2,NA,87,DB,87DB,4,4/2/20,3.6,67,9,alive,0.0231,0.0183,NA,NA,NA,NA
path2,NA,85,SL,85SL,3,4/2/20,2.2,67,6,alive,0.0473,0.0178,NA,NA,NA,NA
path2,NA,85,SL,85SL,2,4/2/20,2.1,67,5.5,alive,0.0578,0.0292,NA,NA,NA,NA
path2,NA,18,BS,18BS,6,4/2/20,1.9,67,5.4,alive,0.0159,0.0084,NA,NA,NA,NA
path2,NA,59,MW,59MW,1,4/2/20,4,67,6.3,alive,0.0201,0.0374,NA,NA,NA,NA
path2,NA,45,MW,45MW,4,4/2/20,3.8,67,5.8,alive,0.0185,0.0442,NA,NA,NA,NA
path2,NA,FUNSTERILE,MW,FUNSTERILEMW,27,4/3/20,3.2,67,6.9,alive,0.0133,0.0291,NA,NA,NA,NA
path2,NA,59,MW,59MW,4,4/2/20,4.8,67,8.4,alive,0.0177,0.0332,NA,NA,NA,NA
path2,NA,83,BS,83BS,7,4/2/20,0.5,67,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,BS,FUNSTERILEBS,25,4/3/20,1.6,67,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,SL,FUNSTERILESL,24,4/3/20,0.3,68,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,85,MW,85MW,1,4/2/20,3.4,68,6.7,alive,0.015,0.0347,NA,NA,NA,NA
path2,NA,FUNSTERILE,BS,FUNSTERILEBS,26,4/3/20,1.8,68,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,19,SL,19SL,7,4/2/20,0.7,68,2.1,alive,0.0105,0.0034,NA,NA,NA,NA
path2,NA,59,SL,59SL,2,4/2/20,1.2,68,3.4,alive,0.0182,0.0029,NA,NA,NA,NA
path2,NA,59,BS,59BS,2,4/2/20,1.2,68,4.5,alive,0.0036,0.0028,NA,NA,NA,NA
path2,NA,FUNSTERILE,BS,FUNSTERILEBS,28,4/3/20,1.7,68,5.6,alive,0.0099,0.002,NA,NA,NA,NA
path2,NA,59,IW,59IW,2,4/2/20,2.2,68,4.4,alive,0.0153,0.0132,NA,NA,NA,NA
path2,NA,58,DB,58DB,7,4/2/20,3.8,68,11.4,alive,0.043,0.0344,NA,NA,NA,NA
path2,NA,76,DB,76DB,2,4/3/20,3,68,8.9,alive,0.0289,0.0284,NA,NA,NA,NA
path2,NA,18,IW,18IW,5,4/2/20,2.2,69,2.8,alive,0.0095,0.0121,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,9,4/2/20,1.9,69,4.9,alive,0.0199,0.0078,NA,NA,NA,NA
path2,NA,OOMYSTERILE,MW,OOMYSTERILEMW,2,4/2/20,5.3,69,7.1,dead,0.0146,NA,NA,NA,NA,NA
path2,NA,23,MW,23MW,6,4/2/20,4.3,69,6.1,alive,0.0179,0.0538,NA,NA,NA,NA
path2,NA,83,IW,83IW,7,4/2/20,2.1,69,2.9,alive,0.0088,0.0116,NA,NA,NA,NA
path2,NA,73,MW,73MW,5,4/3/20,2.2,69,6.8,alive,0.0179,0.0186,NA,NA,NA,NA
path2,NA,23,IW,23IW,3,4/2/20,2.7,69,4.5,alive,0.0142,0.0091,NA,NA,NA,NA
path2,NA,FUNSTERILE,MW,FUNSTERILEMW,23,4/3/20,4,69,6.9,alive,0.0162,0.0429,NA,NA,NA,NA
path2,NA,23,MW,23MW,7,4/2/20,4.7,69,6.1,alive,0.0123,0.0292,NA,NA,NA,NA
path2,NA,64,IW,64IW,2,4/2/20,2.8,69,5.3,alive,0.0172,0.0078,NA,NA,NA,NA
path2,NA,OOMYSTERILE,SL,OOMYSTERILESL,9,4/2/20,1.3,70,1.3,alive,0.0031,0.0006,NA,NA,NA,NA
path2,NA,73,SL,73SL,2,4/3/20,0.2,70,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,MW,FUNSTERILEMW,24,4/3/20,3,70,5.8,alive,0.0121,0.0362,NA,NA,NA,NA
path2,NA,85,IW,85IW,6,4/2/20,2.2,70,0,dead,0.01,0.0027,NA,NA,NA,NA
path2,NA,83,MW,83MW,3,4/2/20,3.7,70,7.1,alive,0.0341,0.023,NA,NA,NA,NA
path2,NA,57,DB,57DB,7,4/2/20,3.1,70,9.7,alive,0.0211,0.0157,NA,NA,NA,NA
path2,NA,58,MW,58MW,5,4/2/20,4,70,5.9,alive,0.0132,0.0327,NA,NA,NA,NA
path2,NA,19,BS,19BS,7,4/2/20,2.4,70,7,alive,0.0209,0.0076,NA,NA,NA,NA
path2,NA,45,DB,45DB,1,4/2/20,3.6,70,10.9,alive,0.0394,0.0219,NA,NA,NA,NA
path2,NA,73,SL,73SL,3,4/3/20,0.2,70,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,DB,FUNSTERILEDB,30,4/3/20,4.5,71,12,alive,0.0498,0.0358,NA,NA,NA,NA
path2,NA,OOMYSTERILE,IW,OOMYSTERILEIW,17,4/2/20,2.1,71,2.9,alive,0.0088,0.0157,NA,NA,NA,NA
path2,NA,87,IW,87IW,7,4/2/20,1.8,71,2.8,alive,0.0065,0.0108,NA,NA,NA,NA
path2,NA,73,MW,73MW,4,4/3/20,2.9,71,6.5,alive,0.0138,0.0253,NA,NA,NA,NA
path2,NA,57,IW,57IW,4,4/2/20,2.3,71,3.5,alive,0.0076,0.0122,NA,NA,NA,NA
path2,NA,76,MW,76MW,3,4/3/20,4.1,71,6.5,alive,0.0185,0.0231,NA,NA,NA,NA
path2,NA,76,DB,76DB,3,4/3/20,3.1,71,8.1,alive,0.0215,0.0153,NA,NA,NA,NA
path2,NA,45,SL,45SL,3,4/2/20,0.7,71,1.1,alive,0.0049,0.0023,NA,NA,NA,NA
path2,NA,29,BS,29BS,3,4/3/20,1,71,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,OOMYSTERILE,SL,OOMYSTERILESL,18,4/2/20,1.2,71,1.3,alive,0.0018,0.0009,NA,NA,NA,NA
path2,NA,73,MW,73MW,1,4/3/20,3.5,72,7.6,alive,0.0276,0.0313,NA,NA,NA,NA
path2,NA,64,MW,64MW,2,4/2/20,4.6,72,6.7,alive,0.0237,0.0357,NA,NA,NA,NA
path2,NA,87,DB,87DB,1,4/2/20,2.1,72,0,dead,0.0019,NA,NA,NA,NA,NA
path2,NA,FUNSTERILE,SL,FUNSTERILESL,21,4/3/20,0.7,72,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,73,BS,73BS,2,4/3/20,0.9,72,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,74,SL,74SL,3,4/3/20,0.5,72,0.7,alive,0.0027,0.0011,NA,NA,NA,NA
path2,NA,58,BS,58BS,3,4/2/20,2.1,72,8.1,alive,0.0298,0.0105,NA,NA,NA,NA
path2,NA,57,BS,57BS,4,4/2/20,2.2,72,4.6,alive,0.0113,0.0041,NA,NA,NA,NA
path2,NA,87,BS,87BS,1,4/2/20,1.6,72,4.1,alive,0.0073,0.0026,NA,NA,NA,NA
path2,NA,OOMYSTERILE,BS,OOMYSTERILEBS,1,4/2/20,2.1,72,6.9,alive,0.0172,0.0105,NA,NA,NA,NA
path2,NA,18,SL,18SL,6,4/2/20,1.2,73,2.1,alive,0.0045,0.0028,NA,NA,NA,NA
path2,NA,FUNSTERILE,SL,FUNSTERILESL,28,4/3/20,1.1,73,1.8,alive,0.0019,0.0118,NA,NA,NA,NA
path2,NA,73,BS,73BS,3,4/3/20,1.5,73,0,dead,NA,NA,NA,NA,NA,NA
path2,NA,45,IW,45IW,7,4/2/20,2.8,73,3.6,dead,0.0157,NA,NA,NA,NA,NA
path2,NA,17,SL,17SL,6,4/2/20,1.4,73,2.8,alive,0.014,0.0086,NA,NA,NA,NA
path2,NA,58,IW,58IW,7,4/2/20,2.4,73,3.6,alive,0.021,0.0113,NA,NA,NA,NA
path2,NA,92,MW,92MW,3,4/2/20,3.7,73,4,alive,0.0128,0.0268,NA,NA,NA,NA
path2,NA,64,DB,64DB,3,4/2/20,3.6,73,4.1,dead,0.0038,NA,NA,NA,NA,NA
path2,NA,18,BS,18BS,2,4/2/20,2.5,73,4.7,alive,0.0084,0.0097,NA,NA,NA,NA
path2,NA,18,IW,18IW,3,4/2/20,1.8,73,4.5,alive,0.0111,0.0078,NA,NA,NA,NA
MIR1,control,35,SD,35SD,1,5/13/21,3.4,1,34,alive,2.3,1.1,n,1,66,NA
MIR1,control,35,SD,35SD,2,5/13/21,4.3,2,34,alive,2.2,1.7,n,4,66,NA
MIR1,control,35,SD,35SD,3,5/13/21,1.8,3,23.1,alive,1.4,1.3,n,3,66,NA
MIR1,control,35,SD,35SD,4,5/13/21,1.3,4,20.8,alive,0.7,0.4,n,4,66,NA
MIR1,control,35,SD,35SD,5,5/13/21,3,1,16.4,alive,0.9,0.9,n,0,66,NA
MIR1,control,35,SD,35SD,6,5/13/21,1.9,2,30.7,alive,1.1,0.7,n,2,66,NA
MIR1,control,35,SD,35SD,7,5/13/21,0.4,3,17.6,alive,0.5,0.5,n,0,66,NA
MIR1,control,35,SD,35SD,8,5/13/21,2.2,4,33,alive,1.7,1,n,3,66,NA
MIR1,control,35,SD,35SD,9,5/13/21,3.3,1,18.4,alive,0.9,0.4,n,4,66,NA
MIR1,control,35,SD,35SD,10,5/13/21,2.5,2,20,alive,0.8,0.6,n,2,66,NA
MIR1,native,35,SD,35SD,11,5/13/21,2,3,14.3,alive,0.7,0.7,n,3,66,NA
MIR1,native,35,SD,35SD,12,5/13/21,2.4,4,21.1,alive,0.9,1.1,n,1,66,NA
MIR1,native,35,SD,35SD,13,5/13/21,1.2,1,19.7,alive,0.8,0.6,n,2,66,NA
MIR1,native,35,SD,35SD,14,5/13/21,1.6,2,30.8,alive,1.2,0.8,n,4,66,NA
MIR1,native,35,SD,35SD,15,5/13/21,1.9,3,21.2,alive,0.8,0.8,n,4,66,NA
MIR1,native,35,SD,35SD,16,5/13/21,1.1,4,22.3,alive,0.7,0.6,n,2,66,NA
MIR1,native,35,SD,35SD,17,5/13/21,2.6,1,25.6,alive,0.8,0.8,n,2,66,NA
