ExpNo,Aminoc,pathINOC,PLANTSP,INOC_PLANT,REP,PLANTINGDAY,HEIGHT_I,BLOCKNUM,HEIGHT_F,FDEATH,A_BIOMASS,B_BIOMASS,SM,DiseaseSev,GROWDAYS,LUH
MIR2,native,87,MW,87MW,62,5/11/23,6.71,2,20.73,alive,0.2892,0.4868,y,NA,75,remnant
MIR2,native,87,MW,87MW,63,5/11/23,5.93,3,19.82,alive,0.2348,0.2041,y,NA,75,remnant
MIR2,native,87,MW,87MW,64,5/11/23,6.01,4,20.95,alive,0.3173,0.7887,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,65,5/11/23,5.06,1,12.02,alive,0.0582,0.1443,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,66,5/11/23,5.12,2,17.53,alive,0.3086,0.5751,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,67,5/11/23,6.97,3,20.09,alive,0.2586,0.4333,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,68,5/11/23,5.62,4,20.29,alive,0.262,0.5688,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,69,5/11/23,6.3,1,21.93,alive,0.3172,0.5449,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,70,5/11/23,5.62,2,16.82,alive,0.223,0.5254,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,71,5/11/23,3.7,3,17.6,alive,0.2967,0.4145,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,72,5/11/23,6.51,4,18.44,alive,0.2248,0.4624,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,73,5/11/23,5.31,1,19,alive,0.2794,0.4337,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,74,5/11/23,6.61,2,17,alive,0.2907,0.7343,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,75,5/11/23,6.48,3,NA,dead,NA,NA,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,76,5/11/23,6.1,4,20.58,alive,0.3782,1.2929,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,77,5/11/23,5.88,1,10.86,alive,0.0551,0.0767,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,78,5/11/23,4.1,2,20.71,alive,0.3524,0.8155,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,79,5/11/23,4.25,3,16.94,alive,0.2528,0.3215,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,80,5/11/23,5,4,22.83,alive,0.406,0.7058,y,NA,75,remnant
MIR2,control,35,MW,35MW,81,5/11/23,2.58,1,4.29,alive,0.0001,0.0129,y,NA,75,remnant
MIR2,control,35,MW,35MW,82,5/11/23,5.74,2,10.41,alive,0.016,0.0345,y,NA,75,remnant
MIR2,control,35,MW,35MW,83,5/12/23,7.2,3,10.5,alive,0.0479,0.1346,y,NA,76,remnant
MIR2,control,35,MW,35MW,84,5/11/23,6.03,4,9.03,alive,0.0299,0.0296,y,NA,75,remnant
MIR2,control,35,MW,35MW,85,5/11/23,4.7,1,9.03,alive,0.0274,0.0623,y,NA,75,remnant
MIR2,control,35,MW,35MW,86,5/11/23,5.71,2,7.1,alive,0.0118,0.023,y,NA,75,remnant
MIR2,control,35,MW,35MW,87,5/11/23,5.91,3,10.32,alive,0.0344,0.075,y,NA,75,remnant
MIR2,control,35,MW,35MW,88,5/11/23,6.07,4,10,alive,0.0351,0.0789,y,NA,75,remnant
MIR2,control,19,MW,19MW,89,5/11/23,6.13,1,10.13,alive,0.0414,0.0693,y,NA,75,remnant
MIR2,control,19,MW,19MW,90,5/11/23,5.95,2,10.88,alive,0.296,0.037,y,NA,75,remnant
MIR2,control,19,MW,19MW,91,5/11/23,5.82,3,8.56,alive,0.022,0.0984,y,NA,75,remnant
MIR2,control,19,MW,19MW,92,5/11/23,7.35,4,10.15,alive,0.0335,0.0552,y,NA,75,remnant
MIR2,control,19,MW,19MW,93,5/11/23,5.61,1,9.41,alive,0.0288,0.0572,y,NA,75,remnant
MIR2,control,19,MW,19MW,94,5/11/23,5.62,2,7.82,alive,0.0176,0.055,y,NA,75,remnant
MIR2,control,19,MW,19MW,95,5/11/23,6.06,3,9.86,alive,0.0487,0.1016,y,NA,75,remnant
MIR2,control,19,MW,19MW,96,5/11/23,7.02,4,10.37,alive,0.0283,0.0558,y,NA,75,remnant
MIR2,control,87,MW,87MW,97,5/11/23,5.5,1,8.92,alive,0.0157,0.0447,y,NA,75,remnant
MIR2,control,87,MW,87MW,98,5/11/23,5.08,2,10.23,alive,0.0221,0.071,y,NA,75,remnant
MIR2,control,87,MW,87MW,99,5/11/23,4.48,3,NA,dead,NA,NA,y,NA,75,remnant
MIR2,control,87,MW,87MW,100,5/11/23,6.91,4,11.11,alive,0.0554,0.1567,y,NA,75,remnant
MIR2,control,87,MW,87MW,101,5/11/23,5.26,1,8.12,alive,0.0161,0.0432,y,NA,75,remnant
MIR2,control,87,MW,87MW,102,5/11/23,6.62,2,9.93,alive,0.0262,0.0814,y,NA,75,remnant
MIR2,control,87,MW,87MW,103,5/11/23,6.2,3,10.99,alive,0.0306,0.0691,y,NA,75,remnant
MIR2,control,87,MW,87MW,104,5/11/23,5.02,4,8.48,alive,0.0345,0.0793,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,105,5/11/23,5.51,1,6.01,alive,0.0322,0.0196,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,106,5/11/23,3.58,2,11.58,alive,0.0316,0.0518,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,107,5/11/23,5.49,3,9.89,alive,0.0465,0.0473,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,108,5/12/23,7.03,4,10.63,alive,0.0484,0.102,y,NA,76,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,109,5/11/23,5.91,1,NA,dead,0.019,0.0064,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,110,5/11/23,6.62,2,9.46,alive,0.0169,0.0338,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,111,5/11/23,4.84,3,8.14,alive,0.0171,0.0476,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,112,5/11/23,6.52,4,11.8,alive,0.0286,0.0515,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,113,5/11/23,5.75,1,12.91,alive,0.0215,0.0337,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,114,5/11/23,4.24,2,9.09,alive,0.0267,0.0415,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,115,5/11/23,6.2,3,9.13,alive,0.0244,0.0705,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,116,5/11/23,5.12,4,9.41,alive,0.0256,0.0782,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,117,5/11/23,7.09,1,10.21,alive,0.041,0.0943,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,118,5/12/23,6.63,2,10.07,alive,0.0262,0.0577,y,NA,76,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,119,5/11/23,5.51,3,10.12,alive,0.036,0.0659,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,120,5/11/23,7.01,4,11.43,alive,0.0255,0.0807,y,NA,75,remnant
MIR2,invam,35,MW,35MW,121,5/10/23,5.1,1,18.58,alive,0.5128,1.3074,y,NA,74,remnant
MIR2,invam,35,MW,35MW,122,5/10/23,6.7,2,19.19,alive,0.2827,0.5747,y,NA,74,remnant
MIR2,invam,35,MW,35MW,123,5/10/23,4.75,3,19.33,alive,0.3341,0.8182,y,NA,74,remnant
MIR2,invam,35,MW,35MW,124,5/10/23,4.76,4,18.21,alive,0.4117,0.9596,y,NA,74,remnant
MIR2,invam,35,MW,35MW,125,5/10/23,6.8,1,22.22,alive,0.4017,0.9078,y,NA,74,remnant
MIR2,invam,35,MW,35MW,126,5/10/23,5.5,2,19.38,alive,0.2751,0.7236,y,NA,74,remnant
MIR2,invam,35,MW,35MW,127,5/10/23,6.3,3,21.06,alive,0.2761,0.4402,y,NA,74,remnant
MIR2,invam,35,MW,35MW,128,5/10/23,2.95,4,19.25,alive,0.3351,1.3125,y,NA,74,remnant
MIR2,invam,19,MW,19MW,129,5/10/23,5.9,1,22.28,alive,0.8177,1.5474,y,NA,74,remnant
MIR2,invam,19,MW,19MW,130,5/10/23,5.4,2,20.46,alive,0.3834,1.1226,y,NA,74,remnant
MIR2,invam,19,MW,19MW,131,5/10/23,4.47,3,16.81,alive,0.3043,0.8117,y,NA,74,remnant
MIR2,invam,19,MW,19MW,132,5/10/23,4.23,4,18.08,alive,0.2582,0.4866,y,NA,74,remnant
MIR2,invam,19,MW,19MW,133,5/10/23,5.4,1,18.08,alive,0.2971,1.2184,y,NA,74,remnant
MIR2,invam,19,MW,19MW,134,5/10/23,5.1,2,16.65,alive,0.2914,1.0787,y,NA,74,remnant
MIR2,invam,19,MW,19MW,135,5/10/23,4.45,3,23.48,alive,0.3804,1.2156,y,NA,74,remnant
MIR2,invam,19,MW,19MW,136,5/10/23,6.01,4,17.9,alive,0.1932,1.0218,y,NA,74,remnant
MIR2,invam,87,MW,87MW,137,5/12/23,5.98,1,20.9,alive,0.3036,0.4447,y,NA,76,remnant
MIR2,invam,87,MW,87MW,138,5/10/23,4,2,21.02,alive,0.5305,1.0841,y,NA,74,remnant
MIR2,invam,87,MW,87MW,139,5/10/23,4.11,3,9.07,alive,0.0393,0.0589,y,NA,74,remnant
MIR2,invam,87,MW,87MW,140,5/10/23,5.24,4,20.36,alive,0.4006,1.1321,y,NA,74,remnant
MIR2,invam,87,MW,87MW,141,5/10/23,5.6,1,NA,dead,0.0226,0.0016,y,NA,74,remnant
MIR2,invam,87,MW,87MW,142,5/10/23,7.2,2,17.97,alive,0.393,1.3784,y,NA,74,remnant
MIR2,invam,87,MW,87MW,143,5/10/23,5.28,3,7.67,alive,0.0119,0.0144,y,NA,74,remnant
MIR2,invam,87,MW,87MW,144,5/10/23,4.69,4,15.08,alive,0.1447,0.2006,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,145,5/10/23,4.4,1,9.14,alive,0.0674,0.1123,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,146,5/10/23,5.7,2,23.58,alive,0.6005,1.1934,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,147,5/10/23,3.54,3,18.02,alive,0.3165,0.4526,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,148,5/10/23,3.68,4,15.63,alive,0.2016,0.4563,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,149,5/10/23,4.9,1,8.03,alive,0.0176,0.0239,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,150,5/10/23,4.6,2,17.57,alive,0.179,0.4721,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,151,5/10/23,6.01,3,23,alive,0.3109,0.396,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,152,5/12/23,6.28,4,15.88,alive,0.1254,0.1221,y,NA,76,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,153,5/10/23,5.7,1,18.39,alive,0.4602,1.4673,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,154,5/10/23,4.1,2,18.52,alive,0.3869,1.08,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,155,5/10/23,5.77,3,16.13,alive,0.2372,0.6381,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,156,5/10/23,3.55,4,20.18,alive,0.5324,1.5265,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,157,5/10/23,5.6,1,20.4,alive,0.3393,0.5986,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,158,5/10/23,4.6,2,13.62,alive,0.2572,1.0242,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,159,5/10/23,6.3,3,21.6,alive,0.3206,0.7316,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,160,5/10/23,3.98,4,15.08,alive,0.1603,0.3545,y,NA,74,remnant
MIR2,native,35,MW,35MW,161,5/11/23,6.82,1,21.18,alive,0.4234,0.7157,y,NA,75,remnant
MIR2,native,35,MW,35MW,162,5/11/23,4.61,2,22.63,alive,0.3698,0.6932,y,NA,75,remnant
MIR2,native,35,MW,35MW,163,5/11/23,2.67,3,18.22,alive,0.2825,0.4378,y,NA,75,remnant
MIR2,native,35,MW,35MW,164,5/12/23,5.21,4,20.39,alive,0.4212,0.3961,y,NA,76,remnant
MIR2,native,35,MW,35MW,165,5/11/23,5.04,1,19.71,alive,0.2417,0.4372,y,NA,75,remnant
MIR2,native,35,MW,35MW,166,5/11/23,5,2,21.84,alive,0.2756,0.4485,y,NA,75,remnant
MIR2,native,35,MW,35MW,167,5/11/23,4.62,3,21.41,alive,0.3372,0.4194,y,NA,75,remnant
MIR2,native,35,MW,35MW,168,5/11/23,3.27,4,17.59,alive,0.2385,0.5508,y,NA,75,remnant
MIR2,native,19,MW,19MW,169,5/11/23,5.36,1,19.11,alive,0.3505,0.3833,y,NA,75,remnant
MIR2,native,19,MW,19MW,170,5/11/23,3.71,2,21.73,alive,0.394,0.6731,y,NA,75,remnant
MIR2,native,19,MW,19MW,171,5/11/23,4.09,3,8.59,alive,0.0545,0.0542,y,NA,75,remnant
MIR2,native,19,MW,19MW,172,5/11/23,3.95,4,17.58,alive,0.2928,0.4118,y,NA,75,remnant
MIR2,native,19,MW,19MW,173,5/11/23,6.72,1,19.94,alive,0.3046,0.8749,y,NA,75,remnant
MIR2,native,19,MW,19MW,174,5/11/23,5.88,2,22.4,alive,0.3506,0.6381,y,NA,75,remnant
MIR2,native,19,MW,19MW,175,5/11/23,6.31,3,20.16,alive,0.1903,0.289,y,NA,75,remnant
MIR2,native,19,MW,19MW,176,5/11/23,6.69,4,18.58,alive,0.1781,0.332,y,NA,75,remnant
MIR2,native,87,MW,87MW,177,5/11/23,6.02,1,16.92,alive,0.2458,0.4987,y,NA,75,remnant
MIR2,native,87,MW,87MW,178,5/11/23,5.78,2,16.86,alive,0.1799,0.23,y,NA,75,remnant
MIR2,native,87,MW,87MW,179,5/11/23,5.47,3,18.7,alive,0.2964,0.263,y,NA,75,remnant
MIR2,native,87,MW,87MW,180,5/11/23,4.21,4,21.4,alive,0.3899,0.8742,y,NA,75,remnant
MIR2,native,87,MW,87MW,181,5/11/23,5.79,1,10.02,alive,0.0133,0.0252,y,NA,75,remnant
MIR2,native,87,MW,87MW,182,5/11/23,6.24,2,20.39,alive,0.2865,0.5888,y,NA,75,remnant
MIR2,native,87,MW,87MW,183,5/11/23,4.32,3,16.51,alive,0.1459,0.2127,y,NA,75,remnant
MIR2,native,87,MW,87MW,184,5/11/23,6.01,4,22.97,alive,0.3315,0.6002,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,185,5/11/23,5.89,1,20.31,alive,0.3204,0.6297,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,186,5/11/23,3.46,2,16.88,alive,0.2191,0.1298,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,187,5/11/23,5.39,3,15.18,alive,0.1957,0.457,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,188,5/11/23,5.1,4,17.81,alive,0.2558,0.6339,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,189,5/11/23,5.89,1,22.74,alive,0.2915,0.6918,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,190,5/11/23,4.48,2,18.59,alive,0.2827,0.576,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,191,5/11/23,5.51,3,NA,dead,NA,NA,y,NA,75,remnant
MIR2,native,FUNSTERILE,MW,FUNSTERILEMW,192,5/11/23,3.77,4,7.67,alive,0.012,0.0294,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,193,5/12/23,6.34,1,9.62,alive,0.0097,0.0061,y,NA,76,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,194,5/11/23,2.12,2,5.64,alive,0.0108,0.0146,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,195,5/11/23,6.2,3,17.63,alive,0.2421,0.2336,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,196,5/11/23,5.08,4,8.8,alive,0.4131,0.7087,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,197,5/11/23,5.82,1,NA,dead,NA,NA,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,198,5/11/23,5.31,2,22,alive,0.2368,0.5644,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,199,5/11/23,5.26,3,13.8,alive,0.0785,0.05,y,NA,75,remnant
MIR2,native,OOMYSTERILE,MW,OOMYSTERILEMW,200,5/11/23,4.47,4,15.85,alive,0.2787,0.5098,y,NA,75,remnant
MIR2,control,35,MW,35MW,201,5/11/23,4.73,1,7.6,alive,0.0179,0.0173,y,NA,75,remnant
MIR2,control,35,MW,35MW,202,5/11/23,4.73,2,7.47,alive,0.0196,0.0294,y,NA,75,remnant
MIR2,control,35,MW,35MW,203,5/11/23,5.1,3,6.66,alive,0.0123,0.229,y,NA,75,remnant
MIR2,control,35,MW,35MW,204,5/12/23,5,4,8.32,alive,0.0158,0.0347,y,NA,76,remnant
MIR2,control,35,MW,35MW,205,5/11/23,4.73,1,7.4,alive,0.0133,0.0218,y,NA,75,remnant
MIR2,control,35,MW,35MW,206,5/11/23,4.2,2,7.48,alive,0.0086,0.0197,y,NA,75,remnant
MIR2,control,35,MW,35MW,207,5/11/23,4.6,3,7,alive,0.0131,0.0318,y,NA,75,remnant
MIR2,control,35,MW,35MW,208,5/11/23,5.74,4,8.63,alive,0.033,0.0384,y,NA,75,remnant
MIR2,control,19,MW,19MW,209,5/12/23,4.57,1,8.16,alive,0.0121,0.0149,y,NA,76,remnant
MIR2,control,19,MW,19MW,210,5/11/23,6,2,9.41,alive,0.0111,0.0415,y,NA,75,remnant
MIR2,control,19,MW,19MW,211,5/11/23,5.6,3,8.44,alive,0.0131,0.0275,y,NA,75,remnant
MIR2,control,19,MW,19MW,212,5/11/23,5.23,4,8.21,alive,0.0183,0.0375,y,NA,75,remnant
MIR2,control,19,MW,19MW,213,5/11/23,5.8,1,7.62,alive,0.0077,0.0176,y,NA,75,remnant
MIR2,control,19,MW,19MW,214,5/11/23,4.23,2,6.68,alive,0.0098,0.0275,y,NA,75,remnant
MIR2,control,19,MW,19MW,215,5/11/23,7.26,3,9.64,alive,0.0192,0.055,y,NA,75,remnant
MIR2,control,19,MW,19MW,216,5/12/23,6.28,4,8.67,alive,0.018,0.0393,y,NA,76,remnant
MIR2,control,87,MW,87MW,217,5/12/23,5.9,1,10.43,alive,0.0218,0.0064,y,NA,76,remnant
MIR2,control,87,MW,87MW,218,5/11/23,4.94,2,7.13,alive,0.0132,0.0197,y,NA,75,remnant
MIR2,control,87,MW,87MW,219,5/11/23,5.19,3,8.82,alive,0.0184,0.0523,y,NA,75,remnant
MIR2,control,87,MW,87MW,220,5/11/23,6.12,4,8.87,alive,0.0223,0.0544,y,NA,75,remnant
MIR2,control,87,MW,87MW,221,5/11/23,5.05,1,6.48,alive,0.0073,0.0121,y,NA,75,remnant
MIR2,control,87,MW,87MW,222,5/11/23,5.63,2,6.97,alive,0.0079,0.0199,y,NA,75,remnant
MIR2,control,87,MW,87MW,223,5/11/23,5.5,3,6.61,alive,0.0082,0.0214,y,NA,75,remnant
MIR2,control,87,MW,87MW,224,5/11/23,5.38,4,8.72,alive,0.0158,0.0193,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,225,5/12/23,5.3,1,8.92,alive,0.0112,0.0342,y,NA,76,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,226,5/11/23,5.54,2,7.72,alive,0.0103,0.0231,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,227,5/11/23,3.84,3,9.61,alive,0.0354,0.0476,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,228,5/11/23,4.04,4,7.4,alive,0.0104,0.0394,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,229,5/11/23,4.38,1,6.89,alive,0.0094,0.0131,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,230,5/11/23,4.58,2,8.14,alive,0.0128,0.027,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,231,5/11/23,5.68,3,7.27,alive,0.0101,0.028,y,NA,75,remnant
MIR2,control,FUNSTERILE,MW,FUNSTERILEMW,232,5/11/23,5.83,4,8.44,alive,0.0097,0.0262,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,233,5/11/23,6.22,1,9.02,alive,0.0281,0.0149,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,234,5/11/23,4.9,2,8.09,alive,0.0205,0.0301,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,235,5/12/23,4.7,3,7.79,alive,0.0189,0.0308,y,NA,76,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,236,5/11/23,5.41,4,7.07,alive,0.0141,0.0127,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,237,5/12/23,6.62,1,11.4,alive,0.0297,0.0243,y,NA,76,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,238,5/11/23,4.22,2,6.69,alive,0.0087,0.0204,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,239,5/11/23,3.39,3,7.01,alive,0.0102,0.0109,y,NA,75,remnant
MIR2,control,OOMYSTERILE,MW,OOMYSTERILEMW,240,5/11/23,4.75,4,7.4,alive,0.0142,0.0135,y,NA,75,remnant
MIR2,invam,35,MW,35MW,241,5/10/23,5.1,1,20.44,alive,0.2913,0.2339,y,NA,74,remnant
MIR2,invam,35,MW,35MW,242,5/10/23,5.3,2,19.78,alive,0.4069,2.1815,y,NA,74,remnant
MIR2,invam,35,MW,35MW,243,5/10/23,4.06,3,16.78,alive,0.325,1.2997,y,NA,74,remnant
MIR2,invam,35,MW,35MW,244,5/10/23,4.93,4,21,alive,0.3386,1.2373,y,NA,74,remnant
MIR2,invam,35,MW,35MW,245,5/10/23,6.41,1,19.92,alive,0.4113,1.3947,y,NA,74,remnant
MIR2,invam,35,MW,35MW,246,5/10/23,5.2,2,17.88,alive,0.3995,1.4394,y,NA,74,remnant
MIR2,invam,35,MW,35MW,247,5/10/23,4.11,3,19.62,alive,0.4831,1.661,y,NA,74,remnant
MIR2,invam,35,MW,35MW,248,5/10/23,4.97,4,18.08,alive,0.3644,1.4069,y,NA,74,remnant
MIR2,invam,19,MW,19MW,249,5/10/23,5.8,1,9.13,alive,0.0229,NA,y,NA,74,remnant
MIR2,invam,19,MW,19MW,250,5/10/23,5.6,2,17.77,alive,0.5042,0.5461,y,NA,74,remnant
MIR2,invam,19,MW,19MW,251,5/10/23,4.89,3,15.93,alive,0.2255,0.6434,y,NA,74,remnant
MIR2,invam,19,MW,19MW,252,5/10/23,5.33,4,14.9,alive,0.1872,0.8101,y,NA,74,remnant
MIR2,invam,19,MW,19MW,253,5/10/23,6.1,1,19.3,alive,0.3231,0.8452,y,NA,74,remnant
MIR2,invam,19,MW,19MW,254,5/10/23,6,2,19.54,alive,0.3256,1.5212,y,NA,74,remnant
MIR2,invam,19,MW,19MW,255,5/10/23,5.4,3,22.16,alive,0.4228,1.4471,y,NA,74,remnant
MIR2,invam,19,MW,19MW,256,5/10/23,4.43,4,18.52,alive,0.3873,0.7129,y,NA,74,remnant
MIR2,invam,87,MW,87MW,257,5/10/23,6.6,1,NA,dead,0.0145,0.0559,y,NA,74,remnant
MIR2,invam,87,MW,87MW,258,5/10/23,5.7,2,19.11,alive,0.3963,1.8712,y,NA,74,remnant
MIR2,invam,87,MW,87MW,259,5/10/23,4.27,3,22.48,alive,0.3287,0.9667,y,NA,74,remnant
MIR2,invam,87,MW,87MW,260,5/10/23,5.68,4,19.06,alive,0.315,1.2869,y,NA,74,remnant
MIR2,invam,87,MW,87MW,261,5/10/23,6.7,1,17.78,alive,0.2972,0.7256,y,NA,74,remnant
MIR2,invam,87,MW,87MW,262,5/10/23,5.3,2,16.73,alive,0.5072,2.0873,y,NA,74,remnant
MIR2,invam,87,MW,87MW,263,5/10/23,6.06,3,18.44,alive,0.3611,1.1732,y,NA,74,remnant
MIR2,invam,87,MW,87MW,264,5/10/23,5.18,4,14.04,alive,0.2866,0.9174,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,265,5/12/23,5.11,1,NA,dead,NA,NA,y,NA,76,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,266,5/10/23,7,2,23.54,alive,0.4228,0.854,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,267,5/10/23,5.35,3,23.47,alive,0.3343,0.9128,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,268,5/10/23,5.18,4,16.99,alive,0.2448,0.899,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,269,5/10/23,5,1,17.93,alive,0.4591,1.2911,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,270,5/10/23,4.6,2,17.82,alive,0.2726,0.6702,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,271,5/10/23,4.65,3,14.63,alive,0.1704,0.2066,y,NA,74,remnant
MIR2,invam,FUNSTERILE,MW,FUNSTERILEMW,272,5/10/23,4.87,4,21.39,alive,0.3684,0.636,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,273,5/10/23,7.2,1,16.13,alive,0.0524,0.1447,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,274,5/10/23,5.9,2,16.22,alive,0.3251,1.5103,y,NA,74,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,275,5/15/23,3.37,3,NA,dead,NA,NA,y,NA,79,remnant
MIR2,invam,OOMYSTERILE,MW,OOMYSTERILEMW,276,5/10/23,3.2,4,14.51,alive,0.1439,0.2723,y,NA,74,remnant
