"","path_treat","lsmean","SE","df","lower.CL","upper.CL","plantsp","biomass"
"116","53",0.0117631368127711,0.00511410360257437,147.867863421011,0.00210042519868507,0.0223403205806734,"IW","below"
"117","55",0.00839188383573154,0.00535456268090924,126.388793614308,-0.00170286161976367,0.0195233215845167,"IW","below"
"118","56",0.00870475238108818,0.00594152236972176,109.204846267838,-0.00245551356286886,0.0211418873771994,"IW","below"
"119","57",0.00820472188693853,0.0035379911096791,147.924471737746,0.00143427658060329,0.0154270748835667,"IW","below"
"120","58",0.00936135068450965,0.00355532188384082,147.933199879615,0.00255649773415413,0.0166177208443939,"IW","below"
"121","59",0.0108855993920862,0.00357241890124055,144.626208714977,0.00404481693583458,0.0181761524951795,"IW","below"
"122","64",0.0107990270953094,0.00430891790230392,147.675031024131,0.00260290017876653,0.0196498771855154,"IW","below"
"123","73",0.0112667800503036,0.00583259377375694,128.670444290422,0.000304861697058872,0.0234266827479775,"IW","below"
"124","74",0.00983278609663096,0.00651881418147444,147.885834202166,-0.00232250558786024,0.023500720143872,"IW","below"
"125","76",0.0142521489541401,0.00587602303920415,147.950432474898,0.00321095212133389,0.0264744997729831,"IW","below"
"126","83",0.0172378247134694,0.00456867626076852,147.573246121541,0.00854823219323574,0.0266230436537933,"IW","below"
"127","85",0.0144238874084845,0.0052724366415372,147.67063138738,0.004465011428265,0.0253321646229872,"IW","below"
"128","87",0.0106772331973551,0.00437902892147068,146.435867522744,0.00235267854119545,0.0196788410700116,"IW","below"
"129","92",0.0152250626782452,0.00486771877657515,147.90819251311,0.00599638006831288,0.0252572499235243,"IW","below"
